Kingdom	Phylum	Class	Order	Family	Genus
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria
Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis
Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Nakazawaea
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum
Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	Trigonopsis
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA
Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida
Fungi	Ascomycota	NA	NA	NA	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces
Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus
Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia
Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma
Fungi	NA	NA	NA	NA	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma
Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia
Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromataceae	Microstroma
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Kregervanrija
Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon
Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Lacrymaria
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Ceriporia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria
Fungi	Basidiomycota	NA	NA	NA	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	NA
Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma
Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces
Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Priceomyces
Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Fungi	Ascomycota	Dothideomycetes	NA	NA	NA
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces
Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Fibulochlamys
Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Krasilnikovozyma
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium
Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tsuchiyaea
Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA
Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum
Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Glutinomyces
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Hydeomyces
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema
Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA
Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca
Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	NA
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Endophoma
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora
Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	NA	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia
Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA
Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium
Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Chalastospora
Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella
Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema
Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma
Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Catenulifera
Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta
Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA
Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon
Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium
Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	NA	NA
Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora
Fungi	Ascomycota	Xylonomycetes	Symbiotaphrinales	Symbiotaphrinaceae	Symbiotaphrina
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	NA
Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Saccharomycopsis
Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces
Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA
Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Seimatosporium
Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Zygoascus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterula
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx
Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Alphamycetaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma
Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Curvibasidium
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria
Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces
Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Hawksworthiana
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Schwanniomyces
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Saccharomycodes
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	NA
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea
Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus
Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria
Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_fam_Incertae_sedis	Kwoniella
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Disciseda
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Uzbekistanica
Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita
Fungi	Ascomycota	Leotiomycetes	Helotiales	Chaetomellaceae	Pilidium
Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Pseudoarthrographis
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	NA
Fungi	Basidiomycota	Cystobasidiomycetes	NA	NA	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Issatchenkia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Parapyrenochaeta
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA
Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium
Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Acericola
Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Buckleyzymaceae	Buckleyzyma
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria
Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria
Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	NA
Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium
Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Quambalariaceae	Quambalaria
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia
Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta
Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys
Fungi	Basidiomycota	Exobasidiomycetes	Golubeviales	Golubeviaceae	Golubevia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA
Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	NA
Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria
Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA
Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina
Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	NA
Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus
Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina
Fungi	Ascomycota	Sordariomycetes	NA	NA	NA
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora
Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA
Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora
Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Rinodina
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Murispora
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces
Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Saccothecium
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Dekkera
Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA
Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA
Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia
Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neocosmospora
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Pleurophoma
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Neocamarosporium
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Xanthothecium
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Lindtneria
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus
Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Ramimonilia
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Rigidoporus
Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium
Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	NA
Fungi	Rozellomycota	NA	NA	NA	NA
Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Holtermanniales_fam_Incertae_sedis	Holtermanniella
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Kuraishia
Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Amaurodon
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dimorphosporicola
Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium
Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma
Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA
Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Peniophorella
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma
Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA
Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola
Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Rhizosphaera
Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Catenulomyces
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris
Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	NA	NA
Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporidiobolus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Murilentithecium
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Citeromyces
Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Grammothele
Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Spiromastix
Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Clarireedia
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina
Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Hyphodontia
Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stephanonectria
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus
Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	NA
Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella
Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa
Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Celerioriella
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Sirastachys
Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae	Bartalinia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudoophiobolus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora
Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	NA
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA
Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus
Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudocamarosporium
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Polyschema
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valseutypella
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis
Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	NA
Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Neopyrenochaeta
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Emericellopsis
Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Pringsheimia
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cyclaneusma
Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Circinella
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraophiobolus
